,Origin_airport,Destination_airport,Total_passengers,Total_departures,KMeansCluster
6060,CAK,CVG,547096,15236,0
9791,DFW,SAV,546615,12662,0
8621,CVG,OKC,546226,12786,0
11850,EWR,MYR,545584,6944,0
34784,TPA,ACY,545102,4939,0
4569,BOS,IND,544944,18730,0
6920,CLE,CMH,544771,23403,0
12537,FLL,MEM,544676,10333,0
30563,SAN,BWI,544189,4639,0
23701,MKE,TPA,544175,6245,0
10638,DTW,PWM,544113,10423,0
11725,EWR,CHS,543592,11833,0
7222,CLM,SEA,543579,39780,0
16225,IAD,BTV,543358,14438,0
2337,AUS,MCO,543351,6424,0
35158,TUL,OKC,542633,12397,0
11885,EWR,SAT,542508,7027,0
298,ABQ,MDW,542219,4820,0
20009,LGA,DAY,541746,13695,0
8495,CVG,CAK,541351,15352,0
9404,DCA,OMA,540128,10314,0
34905,TPA,MKE,538964,6250,0
7325,CLT,GNV,538849,16638,0
15795,HOU,JFK,538374,6598,0
2391,AUS,SLC,538007,7880,0
14014,GNV,CLT,537984,16573,0
16627,IAH,RNO,536848,4646,0
29950,RNO,IAH,536300,4597,0
18202,JFK,HOU,536153,6609,0
18053,JAX,RDU,535523,11747,0
24427,MSP,ATW,535158,20887,0
700,ACY,TPA,535087,4908,0
29303,RDU,JAX,534966,11813,0
6967,CLE,GRR,534946,22316,0
35124,TUL,LAS,533933,4893,0
21946,MDT,CVG,533715,14122,0
14540,GRR,CLE,532926,22133,0
2753,AZO,MSP,532708,9976,0
16001,HSV,MEM,531922,17484,0
29686,RIC,JFK,531286,14817,0
24434,MSP,AZO,531223,10074,0
21067,LWS,SEA,530010,21985,0
22410,MEM,FLL,529828,10638,0
31676,SEA,RDM,529537,18540,0
14995,GSP,ORD,528803,17108,0
30794,SAT,DTW,528695,5396,0
18289,JFK,RIC,528124,14886,0
28707,PVD,RDU,527965,7387,0
9076,DAY,BWI,527879,7406,0
25562,OAK,OGG,527181,4428,0
26406,ORD,GSP,527049,17165,0
15804,HOU,LGA,526447,6691,0
17300,IND,BOS,526333,17860,0
28048,PIT,BTV,526133,9085,0
4237,BMI,STL,525641,33243,0
35939,VLD,ATL,525134,25854,0
5335,BUF,LAS,524676,4290,0
9159,DAY,LGA,524607,13468,0
8599,CVG,MDT,524106,14271,0
6878,CLE,ALB,523971,15809,0
882,AEX,IAH,523450,21584,0
8468,CVG,AUS,523260,9495,0
6539,CHS,EWR,520927,11623,0
16441,IAH,AMA,520735,15865,0
29184,RDM,SEA,519902,18655,0
18784,LAS,BUF,519727,4287,0
29365,RDU,PVD,519673,7374,0
8575,CVG,JAN,518799,12500,0
18985,LAS,TUL,518765,4914,0
17787,JAN,BHM,518704,9722,0
5178,BTV,IAD,517305,14396,0
25105,MYR,ACY,517072,5193,0
1945,ATL,GTR,517005,27011,0
16190,IAD,ALB,516719,14175,0
22442,MEM,HSV,516380,15133,0
30801,SAT,EWR,516314,6932,0
1463,AMA,IAH,516294,15798,0
1069,AGS,CLT,515537,19591,0
668,ACY,MYR,515306,5188,0
5562,BWI,DAY,513555,7375,0
26529,ORD,SAV,513511,9905,0
23489,MKE,ATW,513380,23133,0
11026,EKO,SLC,512676,14837,0
15001,GSP,PHL,511425,13355,0
33581,STL,BMI,510840,33397,0
2096,ATL,VLD,509999,23321,0
34163,SYR,IAD,509680,15672,0
24576,MSP,LNK,509626,19265,0
1212,ALB,CLE,508758,15776,0
15144,GTR,ATL,508326,26831,0
16414,IAD,SYR,508165,15808,0
10650,DTW,SAT,507862,5432,0
6103,CAK,LGA,507748,6217,0
16477,IAH,CLL,507554,31013,0
6695,CID,DFW,507015,14525,0
19989,LGA,CAK,506958,6215,0
20500,LNK,MSP,505969,19079,0
5699,BWI,SAN,505441,4549,0
22055,MDW,ABQ,503895,4823,0
24461,MSP,BUF,503432,6504,0
18944,LAS,RDU,503293,4612,0
18875,LAS,LBB,503078,5021,0
8494,CVG,CAE,502321,16873,0
16308,IAD,IND,501397,14555,0
27366,PHL,GSP,501393,13156,0
22589,MEM,XNA,500832,11923,0
33643,STL,FSD,500355,9791,0
16437,IAH,AEX,500274,21263,0
8507,CVG,COS,499692,7107,0
18465,KTN,JNU,498705,9072,0
6066,CAK,DTW,498299,20893,0
18890,LAS,MAF,497954,4998,0
21602,MCI,TPA,497666,6198,0
7876,COS,CVG,497381,7056,0
36114,XNA,MEM,497116,12116,0
13626,GEG,LAS,497055,4902,0
34869,TPA,HOU,496797,5318,0
15805,HOU,LIT,496700,5659,0
29675,RIC,IAD,495932,17395,0
20296,LIT,MDW,495508,5456,0
5892,CAE,CVG,495002,16866,0
22199,MDW,MIA,494523,5057,0
20323,LIT,PHX,493784,5407,0
1245,ALB,IAD,493478,14070,0
14764,GSO,IAD,493134,18372,0
33728,STL,MSN,493068,22076,0
24544,MSP,HOU,492706,9090,0
23256,MIA,MDW,492312,5123,0
7235,CLT,AGS,492267,19701,0
22364,MEM,CLE,492236,19146,0
7359,CLT,LIT,491690,12229,0
7014,CLE,MEM,491627,18988,0
9610,DFW,CID,491285,14615,0
15823,HOU,MSP,491264,9138,0
24888,MSY,SFO,491231,5859,0
25454,OAK,BNA,490342,4470,0
16287,IAD,GSO,490066,18286,0
20042,LGA,GSP,489449,14818,0
16229,IAD,CAE,489307,15530,0
35446,TUS,SEA,489132,4525,0
28588,PUW,SEA,488604,20096,0
349,ABQ,SEA,487900,4623,0
20205,LIT,CLT,487460,12133,0
31712,SEA,TUS,486743,4592,0
17811,JAN,CVG,486734,12433,0
7088,CLE,SYR,486114,18376,0
17387,IND,IAD,485513,14248,0
18838,LAS,GEG,484994,4839,0
34652,TOL,DTW,484772,25545,0
24293,MSN,STL,484640,21961,0
7020,CLE,MHT,484423,12004,0
22020,MDT,PHL,483925,20981,0
5072,BTR,MOB,483658,10137,0
10488,DTW,CAK,483157,20010,0
27583,PHX,FLG,482202,29379,0
31505,SEA,ABQ,481930,4608,0
31526,SEA,BIL,480924,10036,0
16392,IAD,SAV,478363,12725,0
1470,AMA,LAS,478277,4983,0
10816,EFD,IAH,478250,22740,0
15876,HOU,TPA,477108,5351,0
34132,SYR,CLE,476909,18709,0
12333,FCA,MSO,476785,13280,0
3883,BIL,SEA,476684,10031,0
27717,PHX,SBA,475515,13396,0
9597,DFW,BPT,475422,28273,0
36690,YUM,PHX,474941,30285,0
31112,SBA,PHX,474375,13131,0
7272,CLT,CHO,473771,19003,0
12407,FLG,PHX,473543,28602,0
5364,BUF,MSP,473354,6474,0
622,ACY,DTW,472999,4869,0
25974,OKC,TUL,471634,10918,0
19102,LAX,CMH,471105,5525,0
31985,SFO,IND,471004,5172,0
27759,PHX,YUM,470703,30062,0
5597,BWI,GSO,470587,12848,0
28154,PIT,MEM,470165,15185,0
79,ABE,MDT,470018,12993,0
22531,MEM,PIT,469775,15393,0
4707,BPT,DFW,469532,28135,0
30995,SAV,IAD,468305,12701,0
5985,CAE,ORD,467464,12201,0
22181,MDW,LIT,467436,5339,0
8622,CVG,OMA,465853,11531,0
18001,JAX,JFK,465527,6205,0
6932,CLE,DAY,465022,22739,0
9084,DAY,CLE,464716,22711,0
25455,OAK,BOS,464248,3679,0
8678,CVG,TOL,464182,18274,0
10448,DTW,ACY,463296,4818,0
6404,CHO,CLT,463203,18780,0
16570,IAH,LRD,462358,20929,0
23000,MHT,CLE,462356,11586,0
2137,ATW,DTW,461695,16870,0
34642,TOL,CVG,461296,18083,0
18217,JFK,JAX,461230,6199,0
14965,GSP,LGA,461037,14605,0
5187,BTV,LGA,460568,22642,0
5933,CAE,IAD,460243,14500,0
29307,RDU,LAS,459174,4399,0
21977,MDT,IAD,458875,14971,0
17490,IND,SFO,457556,5061,0
27412,PHL,MDT,457429,20294,0
328,ABQ,PIT,456724,5065,0
20666,LRD,IAH,455929,20965,0
11886,EWR,SAV,455663,11615,0
25715,OGG,OAK,454840,4068,0
28007,PIT,ABQ,454672,5102,0
19985,LGA,BTV,454316,22476,0
21147,MAF,LAS,453689,4965,0
4619,BOS,OAK,452928,3699,0
7615,CMH,MEM,452845,9392,0
32022,SFO,MKE,452599,5315,0
11862,EWR,PHL,452142,16438,0
31628,SEA,LWS,451743,19530,0
26334,ORD,CAE,451118,11307,0
10460,DTW,ATW,449885,17021,0
27063,PDX,MCI,449472,4307,0
1627,ANC,LAX,449088,47562,0
22367,MEM,CMH,449041,9418,0
7595,CMH,LAX,448898,5637,0
18757,LAS,AMA,448731,5028,0
5498,BWI,ABQ,447960,3694,0
26091,OMA,CVG,447830,11366,0
10622,DTW,OMA,447393,9762,0
23681,MKE,SFO,445782,5273,0
16543,IAH,ICT,445581,14495,0
26102,OMA,DTW,444823,9643,0
12192,FAT,RNO,444645,8576,0
34119,SYR,BOS,444250,20692,0
30151,ROA,ORD,442929,12264,0
26521,ORD,ROA,442554,11787,0
24806,MSY,IND,442335,4864,0
8524,CVG,DSM,441358,13622,0
22101,MDW,CLT,440491,5719,0
14620,GRR,MKE,440363,20198,0
16773,ICT,IAH,440177,14375,0
9691,DFW,JAC,439699,3408,0
20081,LGA,MHT,438717,26472,0
31580,SEA,FCA,437962,9362,0
1863,ATL,BQK,437929,22402,0
7371,CLT,MDW,437576,5718,0
10673,DTW,TOL,437093,25020,0
23869,MLU,SHV,436858,8024,0
12347,FCA,SEA,436522,9512,0
17440,IND,MSY,436393,4895,0
30979,SAV,EWR,436256,11383,0
7269,CLT,CAK,436038,10942,0
210,ABQ,BWI,435952,3646,0
19066,LAX,ANC,435814,26709,0
6054,CAK,CLT,435804,11051,0
4387,BNA,MKE,435689,10817,0
7063,CLE,ROC,435632,18246,0
17998,JAX,IND,434946,4644,0
23509,MKE,BNA,434846,10849,0
10262,DSM,ATL,434715,11024,0
30158,ROA,PIT,434246,10855,0
14714,GSO,BWI,433833,12617,0
10300,DSM,CVG,433275,13500,0
4675,BOS,SYR,432549,20691,0
5652,BWI,MKE,431975,8344,0
4401,BNA,OAK,431743,4459,0
17398,IND,JAX,430965,4608,0
27664,PHX,MIA,430238,4318,0
1904,ATL,DSM,430146,11112,0
16338,IAD,MDT,429419,14886,0
11782,EWR,GSP,428795,13313,0
23517,MKE,BWI,427019,8354,0
2403,AUS,TPA,426446,3980,0
9672,DFW,GSP,426010,12778,0
28198,PIT,ROA,425568,10283,0
4740,BQK,ATL,424946,22277,0
23299,MIA,PHX,424805,4393,0
24745,MSY,CLE,424608,7169,0
16288,IAD,GSP,424060,14003,0
20260,LIT,HOU,423465,5557,0
34,ABE,CVG,423002,11612,0
8532,CVG,EVV,422072,15986,0
23045,MHT,LGA,421818,26343,0
14916,GSP,DFW,421164,12610,0
8090,COU,STL,421117,35171,0
21909,MDT,ABE,419227,11799,0
24083,MQT,DTW,418927,16392,0
14946,GSP,IAD,418326,13556,0
27079,PDX,OGG,417656,2010,0
368,ABQ,TPA,417597,4181,0
14924,GSP,EWR,417586,13209,0
18756,LAS,ALB,417577,3487,0
4385,BNA,MHT,417433,4620,0
32573,SJC,IAD,417414,4683,0
30220,ROC,CLE,415160,18168,0
11554,EVV,CVG,415102,15414,0
22581,MEM,TUL,414498,13986,0
35144,TUL,MEM,413640,14134,0
20116,LGA,SAV,413602,10475,0
8563,CVG,HSV,413438,11978,0
7031,CLE,MSY,411974,7196,0
21844,MCO,RIC,409858,8160,0
1989,ATL,MCN,409744,31209,0
27055,PDX,LMT,409595,26874,0
31141,SBN,ATL,409476,10318,0
17721,JAC,DFW,408928,3008,0
1844,ATL,AVP,408412,9771,0
3627,BHM,JAX,408369,5484,0
1255,ALB,LAS,408194,3486,0
16383,IAD,RIC,407841,14657,0
19719,LEX,CLT,407599,13455,0
26429,ORD,JAC,407272,3430,0
32933,SLC,RAP,406859,9684,0
20393,LMT,PDX,406778,25978,0
28849,PWM,DCA,406576,9355,0
28571,PUW,LWS,406151,31529,0
8743,CWA,DTW,406121,16311,0
7802,CMI,STL,405442,32203,0
33604,STL,CMI,405204,32284,0
33606,STL,COU,404666,35002,0
12200,FAT,SEA,403356,8279,0
32051,SFO,RDD,403048,23802,0
2061,ATL,SBN,402955,10406,0
17865,JAN,MCO,402162,4750,0
31900,SFO,ANC,401737,20509,0
7356,CLT,LEX,401595,13513,0
20103,LGA,PVD,400648,28534,0
28674,PVD,LGA,400624,28612,0
31531,SEA,BNA,400470,3760,0
26793,PBI,CLE,399553,4980,0
2520,AVP,ATL,399477,9358,0
22248,MDW,SLC,398754,3579,0
25720,OGG,PDX,398294,1979,0
18151,JFK,CMH,398240,9499,0
31007,SAV,LGA,398050,10412,0
21547,MCI,PDX,397749,4303,0
35306,TUS,CVG,397432,3953,0
31539,SEA,BZN,397006,8824,0
3671,BHM,PHX,396723,3622,0
8451,CVG,ABE,396615,11359,0
31578,SEA,FAT,396156,8323,0
18809,LAS,DCA,396075,3440,0
31513,SEA,ALW,395779,20594,0
1674,ANC,SFO,395674,8999,0
21622,MCN,ATL,395493,28342,0
16500,IAH,EFD,395375,22274,0
29097,RDD,SFO,395127,23708,0
27535,PHX,BUF,394701,3370,0
18117,JFK,AUS,394403,5289,0
8656,CVG,SAV,393894,11244,0
4433,BNA,SEA,393521,3868,0
9734,DFW,MLU,393218,13061,0
28230,PIT,TYS,392990,10274,0
30971,SAV,CVG,392777,10588,0
8499,CVG,CHS,392120,11303,0
17750,JAC,ORD,392086,3122,0
5827,BZN,SEA,390780,8684,0
7590,CMH,JFK,390043,9598,0
10507,DTW,CWA,389176,16320,0
2316,AUS,JFK,389139,5302,0
29705,RIC,MCO,388902,7770,0
22273,MEI,ATL,388859,19785,0
16403,IAD,SJC,388593,4581,0
18883,LAS,LIT,388583,3275,0
27526,PHX,BHM,388532,3657,0
22355,MEM,BWI,388479,10309,0
1993,ATL,MEI,388235,20035,0
4344,BNA,IAD,388162,11063,0
32896,SLC,MDW,387737,3555,0
34782,TPA,ABQ,387452,4184,0
10607,DTW,MQT,386747,16259,0
9375,DCA,LAS,386712,3428,0
5379,BUF,PHX,386399,3355,0
18772,LAS,BHM,385781,3327,0
3237,BFL,DFW,385453,4651,0
34864,TPA,GSO,385231,6552,0
2902,BDL,JFK,384468,17911,0
28391,PNS,TPA,384394,20438,0
34527,TLH,MCO,383782,19750,0
7382,CLT,MOB,383590,11557,0
2379,AUS,SAT,383554,10184,0
15926,HSV,BNA,383122,5939,0
31903,SFO,AUS,382731,4416,0
15945,HSV,CVG,382637,11825,0
32603,SJC,MDW,382535,3382,0
15948,HSV,DCA,382400,12700,0
34931,TPA,PNS,381783,20550,0
9416,DCA,PWM,381288,9277,0
24584,MSP,MBS,381127,7541,0
5644,BWI,MEM,378820,9926,0
11923,EYW,ATL,378415,7009,0
23577,MKE,GRR,378096,20117,0
1414,ALW,SEA,377866,18979,0
14852,GSO,TPA,377052,6741,0
21769,MCO,JAN,376426,4757,0
21244,MBS,MSP,375960,7555,0
23928,MOB,CLT,375572,11467,0
9552,DET,STL,375571,5040,0
29549,RFD,ORD,375045,12759,0
21700,MCO,CAK,374254,4364,0
21871,MCO,TLH,373487,19787,0
1916,ATL,EYW,373407,7041,0
35777,TYS,PIT,373109,10522,0
5692,BWI,RIC,372556,12061,0
6525,CHS,CVG,372548,11096,0
16012,HSV,ORD,372316,10068,0
5389,BUF,RDU,371531,5703,0
29226,RDU,BUF,371482,5733,0
7042,CLE,PBI,370673,4950,0
28361,PNS,MCO,370638,15283,0
30926,SAT,TPA,370541,3704,0
11643,EVV,STL,370474,29983,0
6111,CAK,MCO,370305,4356,0
11564,EVV,DTW,370112,15085,0
29628,RIC,BWI,369983,12383,0
4080,BLI,LAS,368449,2750,0
31594,SEA,GTF,367999,8444,0
35720,TYS,IAH,367839,10191,0
26416,ORD,HSV,367432,9400,0
16665,IAH,TYS,367231,10293,0
9360,DCA,HSV,366978,12792,0
13806,GGG,DFW,366886,19859,0
21836,MCO,PNS,366482,15337,0
29927,RNO,FAT,366182,6597,0
24445,MSP,BJI,365136,18626,0
27343,PHL,ELM,365123,17011,0
22247,MDW,SJC,365056,3387,0
9604,DFW,CAE,365011,11965,0
31548,SEA,CLM,364200,31050,0
33618,STL,DET,363678,4787,0
16197,IAD,AUS,363273,6358,0
5897,CAE,DFW,363257,11900,0
3974,BJI,MSP,363204,18073,0
29017,RAP,SLC,362953,9690,0
2309,AUS,IAD,362807,6301,0
18777,LAS,BLI,361940,2749,0
26882,PBI,STL,361706,4047,0
10531,DTW,EVV,361618,15055,0
21466,MCI,IAD,361256,8090,0
22989,MHT,BNA,361227,4618,0
27524,PHX,BFL,360957,9093,0
20277,LIT,LAS,359768,3276,0
22651,MFR,LAX,359694,6368,0
3631,BHM,LAS,359527,3290,0
11086,ELM,PHL,358433,16698,0
34944,TPA,SAT,358262,3730,0
1377,ALO,MSP,357640,19734,0
16220,IAD,BNA,357235,9812,0
33151,SMF,IAD,356738,3386,0
32806,SLC,DCA,356734,2486,0
4343,BNA,HSV,356061,5760,0
8497,CVG,CHA,354777,12402,0
11069,ELM,DTW,354740,14111,0
29202,RDU,ALB,354212,4733,0
33633,STL,EVV,354184,29875,0
16334,IAD,MCI,353711,8115,0
3259,BFL,PHX,352640,8949,0
29234,RDU,CHS,352550,10127,0
8158,CPR,SLC,352500,12575,0
23970,MOB,MEM,351761,9926,0
4468,BOS,ACY,351638,3928,0
24422,MSP,ALO,351231,19610,0
19203,LAX,MFR,350607,6227,0
601,ACY,BOS,349807,3899,0
28364,PNS,MEM,349604,8193,0
10456,DTW,ANC,349060,2351,0
2386,AUS,SFO,348870,4312,0
22533,MEM,PNS,348764,8224,0
27522,PHX,BDL,348210,2926,0
31546,SEA,CLE,348193,3187,0
24509,MSP,FAI,346747,2158,0
4593,BOS,MCI,346239,6340,0
4367,BNA,LIT,346228,6081,0
96,ABE,PHL,344926,15057,0
18031,JAX,MSY,344694,4741,0
397,ABR,MSP,344590,16713,0
29372,RDU,ROC,344158,5555,0
9664,DFW,GGG,343861,19985,0
22500,MEM,MOB,343836,9772,0
6610,CHS,RDU,343460,10150,0
1294,ALB,RDU,342556,4728,0
9432,DCA,SLC,342432,2486,0
23190,MIA,FLL,342223,10537,0
22673,MFR,SEA,341378,12007,0
8478,CVG,BGR,341248,8001,0
2942,BDL,PHX,340631,2882,0
23529,MKE,CMH,340562,13844,0
20186,LIT,BNA,340455,6434,0
7423,CLT,SAT,340150,4303,0
10645,DTW,ROA,339361,14851,0
1590,ANC,DTW,339353,2256,0
9670,DFW,GRR,339036,9372,0
3412,BGR,CVG,338851,8011,0
7620,CMH,MKE,338709,13852,0
6602,CHS,PHL,337437,8507,0
18860,LAS,ICT,336184,3488,0
27316,PHL,CHS,335755,8447,0
27219,PGV,CLT,335229,13006,0
31638,SEA,MFR,335030,11997,0
23918,MOB,BTR,334548,7448,0
33169,SMF,MCI,334544,3161,0
8680,CVG,TUL,334489,9659,0
30770,SAT,CLT,334468,4252,0
1923,ATL,FLO,334300,20382,0
24415,MSP,ABR,334119,16989,0
24517,MSP,FNT,333615,6387,0
16406,IAD,SMF,333165,3384,0
12624,FLO,ATL,333130,20225,0
21379,MCI,BOS,333035,6346,0
7401,CLT,PGV,332907,13071,0
10526,DTW,ELM,332871,12653,0
8682,CVG,TUS,331689,4010,0
32797,SLC,CPR,331154,12597,0
32185,SGF,MEM,330769,10812,0
16539,IAH,HSV,330579,10423,0
30664,SAN,OGG,330411,2163,0
16474,IAH,CHS,330287,8565,0
27066,PDX,MDW,330025,2923,0
22557,MEM,SGF,329932,12289,0
14555,GRR,DFW,329460,9224,0
34797,TPA,AUS,329324,4046,0
12575,FLL,PVD,329226,3054,0
18123,JFK,BDL,329101,17525,0
12086,FAR,ORD,328759,9619,0
22217,MDW,PDX,328517,2962,0
16424,IAD,TYS,328480,12603,0
15979,HSV,IAH,328476,10343,0
18767,LAS,BDL,328085,3005,0
26382,ORD,FAR,328071,9709,0
33748,STL,PBI,328042,3766,0
16233,IAD,CHO,328007,16383,0
28649,PVD,FLL,327887,3034,0
33533,STC,MSP,327671,20609,0
16785,ICT,LAS,326982,3631,0
24639,MSP,PVD,325408,3764,0
33775,STL,SBN,325309,19304,0
8467,CVG,ATW,324836,12218,0
17687,ITH,PHL,324376,14305,0
24809,MSY,JAX,324333,4734,0
3363,BGM,PHL,323830,13872,0
17399,IND,JFK,323691,7682,0
2904,BDL,LAS,323404,2978,0
2130,ATW,CVG,323184,11637,0
10751,EAU,MSP,322983,19588,0
14721,GSO,CLE,322950,8834,0
14977,GSP,MEM,322847,11149,0
33764,STL,RIC,322756,6961,0
6968,CLE,GSO,322650,8875,0
27294,PHL,BGM,322463,13818,0
24500,MSP,EAU,322443,19530,0
6559,CHS,IAH,322132,8456,0
12761,FNT,MCO,322068,3467,0
12770,FNT,MSP,321583,6368,0
13458,FYV,STL,321523,14068,0
8614,CVG,MSN,321429,10018,0
31281,SBN,STL,320870,19190,0
27269,PHL,ABE,320823,14407,0
25723,OGG,SAN,320445,3196,0
24679,MSP,STC,320199,20919,0
6530,CHS,DFW,320069,8613,0
24184,MSN,CVG,319871,9945,0
6283,CHA,CVG,319808,12343,0
7072,CLE,SEA,319415,3074,0
27382,PHL,ITH,319036,14312,0
679,ACY,PIT,318797,5068,0
35719,TYS,IAD,318765,12411,0
1253,ALB,JFK,318609,15576,0
31393,SCE,PHL,318418,13094,0
27469,PHL,SCE,318104,13437,0
5158,BTV,DTW,317855,7753,0
6428,CHO,IAD,317227,15613,0
21572,MCI,SAT,317087,7150,0
11896,EWR,SJC,317022,3474,0
32552,SJC,EWR,316928,4770,0
22123,MDW,DSM,316855,12835,0
35074,TUL,CVG,316364,9431,0
23623,MKE,MDW,316348,16404,0
20196,LIT,BWI,315913,3228,0
10373,DSM,MDW,315271,12792,0
21736,MCO,FNT,315045,3468,0
32425,SHV,MEM,314775,13590,0
33647,STL,FYV,314521,14089,0
16386,IAD,ROA,314501,13493,0
10482,DTW,BTV,314318,7791,0
13929,GJT,SLC,313795,12076,0
31326,SBY,PHL,313594,15037,0
11943,EYW,TPA,312694,23026,0
21061,LWS,PUW,312673,27223,0
6690,CID,CVG,312240,10575,0
30096,ROA,DTW,311895,14050,0
29757,RIC,STL,311796,6921,0
30852,SAT,MCI,311764,6614,0
26942,PDX,ABQ,311725,3199,0
19075,LAX,BFL,311127,22167,0
22558,MEM,SHV,311038,14466,0
24563,MSP,LAN,310046,5470,0
22430,MEM,GSP,309689,11471,0
33172,SMF,MDW,309622,2600,0
28689,PVD,MSP,309584,3746,0
5908,CAE,EWR,309496,9860,0
11928,EYW,FLL,309195,24154,0
18213,JFK,IND,309084,8062,0
27468,PHL,SBY,309026,14814,0
3247,BFL,LAX,308740,22130,0
9609,DFW,CHS,308352,8730,0
6534,CHS,DTW,307935,7542,0
22171,MDW,JFK,307920,2457,0
30041,RNO,STL,307450,3124,0
33766,STL,RNO,307429,3196,0
16625,IAH,RIC,306955,7183,0
25509,OAK,HOU,306871,2829,0
9586,DFW,BFL,306604,3951,0
22201,MDW,MKE,306423,16481,0
110,ABE,SFB,306404,2536,0
17934,JAX,BHM,305928,5495,0
18112,JFK,ALB,305118,15506,0
1267,ALB,MDW,304785,3232,0
4499,BOS,BTV,304400,20317,0
859,AEX,DFW,303501,15445,0
8500,CVG,CID,303247,10638,0
9171,DAY,MDW,302983,13405,0
3491,BGR,PHL,302234,7983,0
3425,BGR,EWR,302214,8954,0
22061,MDW,ALB,301685,3242,0
18666,LAN,MSP,301178,5517,0
11720,EWR,CAE,301096,9775,0
22114,MDW,DAY,300978,13461,0
23224,MIA,IND,300863,5162,0
31733,SFB,ABE,300543,2504,0
10374,DSM,MEM,299985,12322,0
4355,BNA,JFK,299681,6527,0
31308,SBP,SFO,299618,16712,0
30291,ROC,RDU,299583,5177,0
323,ABQ,PDX,299428,3203,0
9569,DFW,AEX,299004,15618,0
16530,IAH,GSP,298928,9258,0
8470,CVG,AVP,298789,9019,0
12503,FLL,HOU,298686,3054,0
18136,JFK,BNA,298669,6496,0
21083,LYH,ATL,298427,15813,0
10491,DTW,CHS,298239,7601,0
28009,PIT,ACY,297869,5049,0
14947,GSP,IAH,297558,9117,0
29676,RIC,IAH,296942,7062,0
1985,ATL,LYH,296602,15981,0
24512,MSP,FCA,295983,3564,0
17431,IND,MIA,295089,5066,0
32758,SLC,AUS,293449,5386,0
5136,BTV,BOS,293220,20066,0
12334,FCA,MSP,293216,3532,0
7060,CLE,RIC,293122,14262,0
21588,MCI,SMF,292920,3159,0
16592,IAH,MLU,292491,17363,0
27295,PHL,BGR,292194,7973,0
23830,MLU,IAH,292148,17241,0
29636,RIC,CLE,291795,14637,0
12484,FLL,EYW,291421,25620,0
15768,HOU,FLL,290936,3055,0
22250,MDW,SMF,290840,2623,0
15555,HNL,ANC,290766,1589,0
9307,DCA,BTV,290725,7563,0
11705,EWR,BGR,290611,8930,0
32843,SLC,GJT,290380,12004,0
15922,HSV,BHM,290063,8125,0
15828,HOU,OAK,289983,2817,0
11986,FAI,MSP,289720,2140,0
32066,SFO,SBP,289524,16380,0
8280,CRW,CVG,289327,11128,0
13627,GEG,LAX,289131,3861,0
11855,EWR,OMA,289043,8108,0
5721,BWI,SYR,288579,9119,0
27719,PHX,SBP,288251,6690,0
34528,TLH,MEM,287245,9568,0
15836,HOU,PHL,287014,3220,0
34846,TPA,EYW,286987,22623,0
31304,SBP,PHX,286758,6570,0
11692,EWR,ANC,286742,5490,0
8469,CVG,AVL,286527,9877,0
34812,TPA,BUF,286433,2702,0
22394,MEM,DSM,286337,11870,0
36148,XNA,STL,285903,13906,0
7726,CMI,DTW,285697,13628,0
3588,BHM,DAL,284990,2769,0
5154,BTV,DCA,284218,7313,0
4185,BMI,DTW,284212,12037,0
33313,SNA,LAX,283959,17347,0
30692,SAN,SAT,283510,2664,0
30881,SAT,PIT,283465,3575,0
14221,GPT,TPA,283338,3335,0
22577,MEM,TLH,283270,10559,0
27369,PHL,HOU,283131,3286,0
26110,OMA,EWR,283068,8022,0
2445,AVL,CVG,282939,9811,0
18244,JFK,MDW,282526,2401,0
5629,BWI,LIT,281717,3268,0
34861,TPA,GPT,281554,3336,0
18379,JLN,STL,281428,23132,0
16139,HVN,ORD,280968,4946,0
8511,CVG,CRW,280956,11172,0
36087,XNA,IAH,280924,9903,0
33299,SNA,HNL,280316,2691,0
12543,FLL,MKE,280311,3201,0
23559,MKE,FLL,279962,3065,0
10499,DTW,CMI,279803,13626,0
15126,GTF,SEA,279548,6595,0
34218,SYR,RDU,278617,4417,0
27568,PHX,DRO,278528,11716,0
19142,LAX,GEG,278351,3858,0
23042,MHT,LAS,277143,2302,0
5415,BUF,TPA,277117,2675,0
78,ABE,MCO,276710,2910,0
33690,STL,JLN,276604,23272,0
26516,ORD,RFD,276495,11870,0
23725,MKG,DTW,276448,14768,0
10476,DTW,BMI,276330,12204,0
10644,DTW,RNO,276156,2805,0
16490,IAH,DAY,275633,7147,0
28679,PVD,MCI,275122,2772,0
25128,MYR,CVG,274403,7607,0
32957,SLC,SGU,273714,17485,0
16668,IAH,XNA,273641,9948,0
33808,STL,XNA,273635,14090,0
2540,AVP,CVG,273629,8365,0
2015,ATL,OAJ,273551,13950,0
15646,HNL,SNA,273507,2686,0
25727,OGG,SLC,272534,1328,0
32254,SGU,SLC,272367,17449,0
10603,DTW,MKG,272105,15352,0
26822,PBI,IAD,271898,3106,0
24557,MSP,JAX,271897,3078,0
2034,ATL,PIA,271814,7987,0
32914,SLC,OGG,271265,1320,0
8286,CRW,DTW,271213,14264,0
34954,TPA,SLC,271165,2014,0
21659,MCO,ABE,270821,2909,0
22758,MGM,MEM,270648,8242,0
12774,FNT,ORD,270630,7965,0
9141,DAY,IAH,270510,7043,0
32977,SLC,TPA,270330,2030,0
18902,LAS,MHT,269717,2296,0
29918,RNO,DTW,269583,2857,0
